molecule_id,reason
testcase-2808,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 3 4 5 7 8"
testcase-2830,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 6 7 8"
testcase-2831,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 6 7 8"
testcase-2833,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 7 8"
testcase-2834,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 3 4 5 6 7"
testcase-2835,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 3 4 5 6 7"
testcase-2853,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 4 5 6 7 8"
testcase-2863,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 2 3 4 5 6"
testcase-2874,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 7 8"
testcase-2875,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 7 8"
testcase-2900,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 1 2 3 4 5"
testcase-2907,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 4 5 6 7 8"
testcase-2908,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 3 4 5 6 7"
testcase-2909,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 3 8"
testcase-2922,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 3 7"
testcase-2934,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 5 6 7 8 9"
testcase-2935,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 5 6 7 8 9"
testcase-2943,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 4 5 6 7 8"
testcase-2956,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 1 2 3 4 5"
testcase-2965,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 3 4 5 6 7 8 9 10 11"
testcase-2969,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 2 3 5 6 7 8 9 10 11"
testcase-2970,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 3 4 5 11 12 13"
testcase-2981,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 3 4 5 11 12 13"
testcase-2993,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 1 2 3 9 10"
testcase-2994,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 1 2 3 4 5"
testcase-2995,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 3 4 5 6 7 8 9 10 11"
testcase-3014,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 4 5 6 7 8"
testcase-3018,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 5 6 7 8 9"
testcase-3032,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 1 2 3 5 6"
testcase-3050,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 3 4 5 6 7 8 11 12 13"
testcase-3051,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 3 4 5 9 10 11"
testcase-3053,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 3 4 5 6 7 8 9 10 11"
testcase-3082,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 7 8"
testcase-3107,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 6 7"
testcase-3121,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 4 5 6 7 8"
testcase-3130,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 5 6"
testcase-3135,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 3 4"
testcase-3149,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 1 2 3 4 5"
testcase-3151,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 4 5 6 7 8"
testcase-3158,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 4 5 6 7 8"
testcase-350,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 3 4 5 6 7"
testcase-353,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 1 2 3 4 6"
testcase-45,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 3 10"
testcase-81,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 7 8"
testcase-891,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 3 6"
testcase-917,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 3 4 5 6 7 8 9 10 11"
testcase-934,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 3 4 5 6 7"
testcase-941,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 1 2 3 4 5 6 7 8 9"
testcase-949,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 1 2 3 4 5"
